actors,awards,boxoffice,cntitle,country,doubanId,filetype,fileurl,genre,imdbid,movieid,omdbid,plot,poster,rating,runtime,source,timein,title,tmdbid,year
"Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale",3 wins & 24 nominations.,202351616.0,晚爱,"USA, UK, Malta",,,,"Action, Adventure, Horror, Sci-Fi",tt0816711,,,Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.,https://m.media-amazon.com/images/M/MV5BNDQ4YzFmNzktMmM5ZC00MDZjLTk1OTktNDE2ODE4YjM2MjJjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,7.0,116,,,z 早见,,2013
"TAE, Ziyi Deng, Rui Li",,,,China,,,,"Drama, Horror",tt1997281,,,,https://m.media-amazon.com/images/M/MV5BYjFhOTU1MzItZWE3MS00MDkzLTlhNDktZjU4M2U3OTExNDM5XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,2.6,87,,,B+侦探,,2011
"David Baddiel, Jenni Davies, Eve Ensler, Anne Henry",,,,UK,,,,Documentary,tt1083846,,,,,6.9,60,,,C+侦探,,2007
"Jet Li, Morgan Freeman, Bob Hoskins, Kerry Condon",1 nomination.,24380112.0,狼犬丹尼,"France, USA, UK",,,,"Action, Adventure, Crime, Drama, Thriller",tt0342258,,,A man enslaved by the mob since childhood and raised into behaving like a human attack dog escapes his captors and attempts to start a new life.,https://m.media-amazon.com/images/M/MV5BMTgwNjIyNTczMF5BMl5BanBnXkFtZTcwODI5MDkyMQ@@._V1_SX300.jpg,7.0,103,,,Unleashed,,2005
"Jet Li, Bridget Fonda, Tchéky Karyo, Ric Young",,34705148.0,龙之吻,"France, USA",,,,"Action, Crime, Drama, Thriller",tt0271027,,,A betrayed intelligence officer enlists the aid of a prostitute to prove his innocence from a deadly conspiracy while returning a favor to her.,https://m.media-amazon.com/images/M/MV5BYzM0ZDIxNDYtZDJjMy00NTc5LWIyMTgtMzBhNGRiZTU0ZmRjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.6,98,,,Kiss of the Dragon,,2001
"Melinda Dillon, Darren McGavin, Scott Schwartz, Jean Shepherd",3 wins & 11 nominations.,,,"USA, Canada",,,,"Comedy, Family",tt0085334,,,"In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift.",https://m.media-amazon.com/images/M/MV5BOWMyNjE0MzEtMzVjNy00NjIxLTg0ZjMtMWJhNGI1YmVjYTczL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,7.9,94,,,A计划,,1983
"Heather Langenkamp, Craig Wasson, Patricia Arquette, Robert Englund",1 win & 4 nominations.,,,USA,,,,"Fantasy, Horror",tt0093629,,,A psychiatrist familiar with knife-wielding dream demon Freddy Krueger helps teens at a mental hospital battle the killer who is invading their dreams.,https://m.media-amazon.com/images/M/MV5BMjFkYTEwNjAtYWU1YS00NTMyLTkwYmUtZjEyMjZjMDg5Njc5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.6,96,,,A计划续集,,1987
"Mick Jagger, Keith Richards, Charlie Watts, Ronnie Wood",,,,USA,,,,"Documentary, Music",tt0180965,,,,https://m.media-amazon.com/images/M/MV5BMTI1NjkzNjQ2N15BMl5BanBnXkFtZTcwMDM4MjgyMQ@@._V1_SX300.jpg,8.0,120,,,97家有喜事,,1997
"Hana Brejchová, Vladimír Pucholt, Vladimír Mensík, Ivan Kheil",Nominated for 1 Oscar. Another 2 wins & 3 nominations.,,金发女郎之恋,Czechoslovakia,,,,"Comedy, Romance, Drama",tt0059415,,,"A factory manager in rural Czechoslovakia bargains with the army to send men to the area, to boost the morale of his young female workers, deprived of male company since the local boys have...",https://m.media-amazon.com/images/M/MV5BZmE3ZDIwZDQtZjhhNS00ZmZjLTg4MTQtNzlkMjBkMGZhY2FiXkEyXkFqcGdeQXVyNzEyNjUwMTA@._V1_SX300.jpg,7.6,88,,,Loves of A Blonde,,1965
"Takao Ohsawa, Ko Shibasaki, Masami Nagasawa, Mirai Moriyama",10 wins & 7 nominations.,,在世界的中心呼唤爱,Japan,,,,"Drama, Romance",tt0424430,,,"While searching for his fiancee Ritsuko, Sakutarou rediscovers through flashbacks the void deep within him caused by the events from his high school days.",https://m.media-amazon.com/images/M/MV5BMjAzMDYzNDk2M15BMl5BanBnXkFtZTcwNTg5NDg3Mw@@._V1_SX300.jpg,7.3,138,,,Crying Out Love in the Center of the World,,2004
"Sebastian Stan, Roslyn Ruff, Anne Hathaway, Bill Irwin",Nominated for 1 Oscar. Another 32 wins & 64 nominations.,12748504.0,蕾切尔的婚礼,USA,,,,"Drama, Romance",tt1084950,,,"A young woman who has been in and out of rehab for the past ten years, returns home for the weekend for her sister's wedding.",https://m.media-amazon.com/images/M/MV5BMTU4MTQ0MzQwOF5BMl5BanBnXkFtZTcwODY1NDI5MQ@@._V1_SX300.jpg,6.7,113,,,Rachel Getting Married,,2008
"Brian O'Halloran, Jeff Anderson, Jason Mewes, Kevin Smith",3 wins & 3 nominations.,23951964.0,疯狂店员2,USA,,,,Comedy,tt0424345,,,A calamity at Dante and Randal's shops sends them looking for new horizons - but they ultimately settle at the fast food empire Mooby's.,https://m.media-amazon.com/images/M/MV5BODg1MzY2NDY0OF5BMl5BanBnXkFtZTcwNDgyMzQzMQ@@._V1_SX300.jpg,7.3,97,,,Clerks,,2006
"Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody",Won 4 Oscars. Another 130 wins & 225 nominations.,56939516.0,布达佩斯大饭店,"Germany, USA",,,,"Adventure, Comedy, Crime",tt2278388,,,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_SX300.jpg,8.1,99,,,The Grand Budapest Hotel,,2014
"James McAvoy, Jamie Bell, Eddie Marsan, Imogen Poots",9 wins & 14 nominations.,23145.0,污垢,"UK, Germany, Sweden, Belgium, USA",,,,"Comedy, Crime, Drama",tt1450321,,,"A corrupt, junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own inner demons.",https://m.media-amazon.com/images/M/MV5BMjE2NTgyMzM0NV5BMl5BanBnXkFtZTgwNzkwNDE1MzE@._V1_SX300.jpg,7.1,97,,,Filth,,2013
"Jim Carrey, Morgan Freeman, Jennifer Aniston, Philip Baker Hall",7 wins & 9 nominations.,242589584.0,冒牌天神,USA,,,,"Comedy, Drama, Fantasy",tt0315327,,,A guy who complains about God too often is given almighty powers to teach him how difficult it is to run the world.,https://m.media-amazon.com/images/M/MV5BNzMyZDhiZDUtYWUyMi00ZDQxLWE4NDQtMWFlMjI1YjVjMjZiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,6.8,101,,,Bruce Almighty,,2003
"Tom Hardy, Charlotte Riley, Andrew Lincoln, Sarah Lancashire",,,呼啸山庄,UK,,,,"Drama, Romance",tt1238834,,,Foundling Heathcliff is raised by the wealthy Earnshaws in Yorkshire but in later life launches a vendetta against the family.,https://m.media-amazon.com/images/M/MV5BMTg5MTQzMzQ0OV5BMl5BanBnXkFtZTgwNTk1MjA2MDE@._V1_SX300.jpg,7.6,142,,,Wuthering Heights,,2009
"Luke Wilson, Owen Wilson, Ned Dowd, Shea Fowler",2 wins & 1 nomination.,,瓶装火箭,USA,,,,"Comedy, Crime, Drama",tt0115734,,,Three friends plan to pull off a simple robbery and go on the run.,https://m.media-amazon.com/images/M/MV5BZWJlOWExNzctYjIzMC00OTU4LThjZDEtZjgwMzJjM2QyMGY5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,7.0,91,,,Bottle Rocket,,1996
"Virginie Ledoyen, Danielle Darrieux, Firmine Richard, Catherine Deneuve",11 wins & 31 nominations.,,八美图,"France, Italy",,,,"Comedy, Crime, Musical, Romance",tt0283832,,,"One murdered man, eight women, each seeming to be eager than the others to know the truth. Gimme, gimme, gimme some clues to make up my mind. And eventually enter the truth. Oh, thou cruel woman!",https://m.media-amazon.com/images/M/MV5BMTJkYTg4N2MtMzcwMy00ZjFiLWFlNzItMmJhMTllZjI2YjRlXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_SX300.jpg,7.1,111,,,8 Women,,2002
"Alice Lowe, Eileen Davies, Steve Oram, Roger Michael",11 wins & 18 nominations.,26183.0,观光客,UK,,,,"Adventure, Comedy, Crime, Horror, Romance",tt2023690,,,"Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.",https://m.media-amazon.com/images/M/MV5BMTQ5ODAwNDAzOF5BMl5BanBnXkFtZTcwMDUyOTc0OQ@@._V1_SX300.jpg,6.5,88,,,Sightseers,,2012
"Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall",Nominated for 3 Oscars. Another 12 wins & 48 nominations.,127706880.0,魔法奇缘,USA,,,,"Animation, Comedy, Family, Fantasy, Musical, Romance",tt0461770,,,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.",https://m.media-amazon.com/images/M/MV5BMjE4NDQ2Mjc0OF5BMl5BanBnXkFtZTcwNzQ2NDE1MQ@@._V1_SX300.jpg,7.0,107,,,Enchanted,,2007
"Gene Hackman, Anjelica Huston, Ben Stiller, Gwyneth Paltrow",Nominated for 1 Oscar. Another 10 wins & 45 nominations.,52307676.0,特伦鲍姆一家,USA,,,,"Comedy, Drama",tt0265666,,,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,https://m.media-amazon.com/images/M/MV5BYmUzODQ5MGItZTZlNy00MDBhLWIxMmItMjg4Y2QyNDFlMWQ2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.6,110,,,The Royal Tenenbaums,,2001
"Rob Reiner, Kimberly Stringer, Chazz Dominguez, Shari Hall",2 wins & 2 nominations.,,摇滚万万岁,USA,,,,"Comedy, Music",tt0088258,,,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",https://m.media-amazon.com/images/M/MV5BMTQ2MTIzMzg5Nl5BMl5BanBnXkFtZTgwOTc5NDI1MDE@._V1_SX300.jpg,7.9,82,,,This Is Spinal Tap,,1984
"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin",6 wins & 10 nominations.,120776832.0,初恋50次,USA,,,,"Comedy, Drama, Romance",tt0343660,,,"Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the next day.",https://m.media-amazon.com/images/M/MV5BMjAwMzc4MDgxNF5BMl5BanBnXkFtZTYwNjUwMzE3._V1_SX300.jpg,6.8,99,,,50 First Dates,,2004
"Sacha Baron Cohen, Gustaf Hammarsten, Clifford Bañagale, Chibundu Orukwowu",2 wins & 5 nominations.,59992760.0,布鲁诺,"USA, UK",,,,Comedy,tt0889583,,,Flamboyant and gay Austrian Brüno looks for new fame in America.,https://m.media-amazon.com/images/M/MV5BMTUwNDIwNDE5MV5BMl5BanBnXkFtZTcwMDA2MzA1Mg@@._V1_SX300.jpg,5.8,81,,,Brüno,,2009
"Matthew Broderick, Reese Witherspoon, Chris Klein, Jessica Campbell",Nominated for 1 Oscar. Another 16 wins & 33 nominations.,,风流教师霹雳妹,USA,,,,"Comedy, Drama, Romance",tt0126886,,,"A high school teacher's personal life becomes complicated as he works with students during the school elections, particularly with an obsessive overachiever determined to become student body president.",https://m.media-amazon.com/images/M/MV5BYjViYWQ4NjAtZmUzNy00Nzg5LWJkMzctMTgwOTRhNjdjYWI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.2,103,,,Election,,1999
"Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews",1 nomination.,313505.0,蠢蛋进化论,USA,,,,"Adventure, Comedy, Sci-Fi, Thriller",tt0387808,,,"Private Joe Bauers, the definition of ""average American"", is selected by the Pentagon to be the guinea pig for a top-secret hibernation program. Forgotten, he awakes five centuries in the future. He discovers a society so incredibly dumbed down that he's easily the most intelligent person alive.",https://m.media-amazon.com/images/M/MV5BMWQ4MzI2ZDQtYjk3MS00ODdjLTkwN2QtOTBjYzIwM2RmNzgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.6,84,,,Idiocracy,,2006
"Robert Preston, Shirley Jones, Buddy Hackett, Hermione Gingold",Won 1 Oscar. Another 5 wins & 12 nominations.,,欢乐音乐妙无穷,USA,,,,"Comedy, Family, Musical, Romance",tt0056262,,,Harold Hill poses as a boys' band leader to con naive Iowa townsfolk.,https://m.media-amazon.com/images/M/MV5BMTU4YWE5NzMtZmFlYS00MjQwLTk0YzctZjJhMGZmZGYwNTA3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.7,151,,,The Music Man,,1962
"Paul Dawson, Lindsay Beamish, Adam Hardman, Sook-Yin Lee",7 wins & 8 nominations.,1851628.0,校车,USA,,,,"Comedy, Drama",tt0367027,,,"A group of New Yorkers caught up in their romantic-sexual milieu converge at an underground salon infamous for its blend of art, music, politics, and carnality.",https://m.media-amazon.com/images/M/MV5BZjkwMTk1OWMtZjg4ZC00YWVlLTkyZGItZTU4ZjQ5NDM0M2NkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.4,101,,,Shortbus,,2006
"Miki Nakatani, Eita, Yûsuke Iseya, Mikako Ichikawa",9 wins & 10 nominations.,,令人讨厌的松子的一生,Japan,,,,"Comedy, Drama, Musical, Mystery",tt0768120,,,"When Matsuko dies of murder, her nephew Sho gets to progressively unveil many details of her mysterious past, discovering she wasn't only a forgotten outcast but led a very interesting yet bizarre life.",https://m.media-amazon.com/images/M/MV5BYmQ4N2JhNGMtOWEwZS00OWM3LWFiYTMtODIzNGMwMzNjZDBhXkEyXkFqcGdeQXVyNTg1MzAyMTk@._V1_SX300.jpg,7.9,130,,,Memories of Matsuko,,2006
"Woo-sung Jung, Ye-jin Son, Jong-hak Baek, Seon-jin Lee",2 wins.,,我脑中的橡皮擦,South Korea,,,,"Drama, Romance",tt0428870,,,"A Korean love story about a young couple's enduring love, which is tested when 27 year old Sun-jin is diagnosed with a rare form of Alzheimer's disease.",https://m.media-amazon.com/images/M/MV5BODYzODg5Mjg3Ml5BMl5BanBnXkFtZTgwNDM1MDQ2MzE@._V1_SX300.jpg,8.2,117,,,A Moment to Remember,,2004
"Predrag 'Miki' Manojlovic, Lazar Ristovski, Mirjana Jokovic, Slavko Stimac",7 wins & 10 nominations.,,地下,"Federal Republic of Yugoslavia, France, Germany, Bulgaria, Czech Republic, Hungary, UK, USA",,,,"Comedy, Drama, War",tt0114787,,,"A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love and hate.",https://m.media-amazon.com/images/M/MV5BNzI4YTVmMWEtMWQ3MS00OGE1LWE5YjMtNjc4NWJmYjRmZTQyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,8.1,167,,,Underground,,1995
"Clint Eastwood, Meryl Streep, Annie Corley, Victor Slezak",Nominated for 1 Oscar. Another 7 wins & 16 nominations.,,廊桥遗梦,USA,,,,"Drama, Romance",tt0112579,,,Photographer Robert Kincaid (Clint Eastwood) wanders into the life of housewife Francesca Johnson (Meryl Streep) for four days in the 1960s.,https://m.media-amazon.com/images/M/MV5BNmRiZDZkN2EtNWI5ZS00ZDg3LTgyNDItMWI5NjVlNmE5ODJiXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,7.6,135,,,The Bridges Of Madison County,,1995
"Tom Hanks, Sarah Mahoney, Roxana Ortega, Randall Park",3 nominations.,35565976.0,来佬奇缘,"USA, France",,,,"Comedy, Drama, Romance",tt1583420,,,"After losing his job, a middle-aged man reinvents himself by going back to college.",https://m.media-amazon.com/images/M/MV5BYjQ4MzlmZDUtN2ViMi00ZTAwLWFkMmItNGRlZmM1NjQ1ZmJjXkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_SX300.jpg,6.1,98,,,Larry Crowne,,2011
"Romy Schneider, Karlheinz Böhm, Magda Schneider, Gustav Knuth",2 nominations.,,茜茜公主3,Austria,,,,"Drama, History, Romance",tt0050974,,,"The final film in a highly romanticized trilogy about Elisabeth ""Sissi"" of Austria finds the young empress traveling throughout Europe.",https://m.media-amazon.com/images/M/MV5BZDViZTIwMzQtYzQ0MS00MjM5LWJjMTQtZTM0NTExZmJhM2QxXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,6.6,109,,,Sissi,,1957
"Audrey Hepburn, George Peppard, Patricia Neal, Buddy Ebsen",Won 2 Oscars. Another 10 wins & 13 nominations.,,蒂凡尼早餐,USA,,,,"Comedy, Drama, Romance",tt0054698,,,"A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.",https://m.media-amazon.com/images/M/MV5BNGEwMTRmZTQtMDY4Ni00MTliLTk5ZmMtOWMxYWMyMTllMDg0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.7,115,,,Breakfast at Tiffany's,,1961
"Ben Stiller, Eddie Murphy, Casey Affleck, Alan Alda",3 nominations.,78009152.0,高楼大劫案,USA,,,,"Action, Comedy, Crime",tt0471042,,,"When a group of hard-working guys find out they've fallen victim to their wealthy employer's Ponzi scheme, they conspire to rob his high-rise residence.",https://m.media-amazon.com/images/M/MV5BMTY1NDQxMTcwOV5BMl5BanBnXkFtZTcwNzMzNTExNg@@._V1_SX300.jpg,6.2,104,,,Tower Heist,,2011
"Will Ferrell, William Dick, Guy Massey, Martha Espinoza",Nominated for 1 Golden Globe. Another 3 wins & 14 nominations.,40137776.0,奇幻人生,USA,,,,"Comedy, Drama, Fantasy, Romance",tt0420223,,,"I.R.S. auditor Harold Crick suddenly finds himself the subject of narration only he can hear: narration that begins to affect his entire life, from his work, to his love-interest, to his death.",https://m.media-amazon.com/images/M/MV5BMmE2ZjYwNGYtYWMyMS00M2I0LWI4NDEtMzc1MTllMjk0ZmFmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,7.5,113,,,Stranger Than Fiction,,2006
"Anna Kendrick, Ian Ho, Joshua Satine, Glenda Braganza",3 wins & 4 nominations.,,一个小忙,"Canada, USA",,,,"Comedy, Crime, Drama, Mystery, Thriller",tt7040874,,,"Stephanie is a single mother with a parenting vlog who befriends Emily, a secretive upper-class woman who has a child at the same elementary school. When Emily goes missing, Stephanie takes it upon herself to investigate.",https://m.media-amazon.com/images/M/MV5BZjFiMGNiNmItMzNiNi00Mjc1LTg1N2YtNWE2NTE5N2VlZTQ3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,6.8,117,,,A Simple Favor,,2018
"Hayato Ichihara, Juri Ueno, Yû Aoi, Wakana Sakai",3 wins.,,彩虹女神,Japan,,,,"Drama, Romance",tt0804513,,,Two film students meet and fall in love while working on a school project.,https://m.media-amazon.com/images/M/MV5BNzM5ZGQ3MjktYWNlZC00NDNlLThmMDMtM2MyODIwMzc3NjBmXkEyXkFqcGdeQXVyMDc4NjY0NQ@@._V1_SX300.jpg,7.3,118,,,Rainbow Song,,2006
"Riz Ahmed, Arsher Ali, Nigel Lindsay, Kayvan Novak",Won 1 BAFTA Film Award. Another 8 wins & 24 nominations.,308769.0,四只狮子,"UK, France",,,,"Comedy, Crime, Drama",tt1341167,,,Four incompetent British terrorists set out to train for and commit an act of terror.,https://m.media-amazon.com/images/M/MV5BMTczNDQxNzI0NF5BMl5BanBnXkFtZTcwNDM0NzEwNA@@._V1_SX300.jpg,7.3,97,,,Four Lions,,2010
"Kelan Pannell, Janette Scott, Danny Huston, Simon Pegg",,2458092.0,如何众叛亲离,UK,,,,"Biography, Comedy, Drama, Romance",tt0455538,,,A British writer struggles to fit in at a high-profile magazine in New York City.,https://m.media-amazon.com/images/M/MV5BMjY0MzFmMDgtY2ZiOC00M2QyLWFmOWMtOTBmZWY4OWE2YTYzXkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg,6.4,110,,,How to Lose Friends & Alienate People,,2008
"Anton Walbrook, Marius Goring, Moira Shearer, Robert Helpmann",Won 2 Oscars. Another 4 wins & 7 nominations.,,红菱艳,UK,,,,"Drama, Music, Romance",tt0040725,,,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.,https://m.media-amazon.com/images/M/MV5BOWRmNGEwZjUtZjEwNS00OGZmLThhMmEtZTJlMTU5MGQ3ZWUwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,8.1,135,,,The Red Shoes,,1948
"Abbie Cornish, Heath Ledger, Geoffrey Rush, Tom Budge",6 wins & 17 nominations.,,糖果,Australia,,,,"Drama, Romance",tt0424880,,,"A poet falls in love with an art student who gravitates to his bohemian lifestyle -- and his love of heroin. Hooked as much on one another as they are on the drug, their relationship alternates between states of oblivion, self-destruction, and despair.",https://m.media-amazon.com/images/M/MV5BNTgwNzliODYtOWI2Yy00OTFhLWExZjgtNTdjNjMzOTAyN2JmXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,7.2,108,,,Candy,,2006
"Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert, Alexandre Tharaud",Won 1 Oscar. Another 80 wins & 105 nominations.,6700000.0,爱,"Austria, France, Germany",,,,"Drama, Romance",tt1602620,,,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",https://m.media-amazon.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_SX300.jpg,7.9,127,,,Amour,,2012
"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd",Nominated for 1 Golden Globe. Another 9 wins & 20 nominations.,58401464.0,绯闻计划,USA,,,,"Comedy, Drama, Romance",tt1282140,,,A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,https://m.media-amazon.com/images/M/MV5BMjE1MzU1Mjg1OF5BMl5BanBnXkFtZTcwNDc3NDQ2Mw@@._V1_SX300.jpg,7.1,92,,,Easy A,,2010
"Shah Rukh Khan, Kajol, Katie A. Keane, Kenton Duty",23 wins & 26 nominations.,3931456.0,我的名字叫可汗,"India, USA, United Arab Emirates",,,,Drama,tt1188996,,,An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,https://m.media-amazon.com/images/M/MV5BMTUyMTA4NDYzMV5BMl5BanBnXkFtZTcwMjk5MzcxMw@@._V1_SX300.jpg,8.0,165,,,My Name Is Khan,,2010
"Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky",Won 1 BAFTA Film Award. Another 6 wins & 17 nominations.,,偷天情缘,USA,,,,"Comedy, Fantasy, Romance",tt0107048,,,A weatherman finds himself inexplicably living the same day over and over again.,https://m.media-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,8.0,101,,,Groundhog Day,,1993
"William H. Macy, Joan Allen, Natalie Ramsey, Kevin Connors",Nominated for 3 Oscars. Another 18 wins & 41 nominations.,,欢乐谷,USA,,,,"Comedy, Drama, Fantasy",tt0120789,,,"Two 1990s teenage siblings find themselves in a 1950s sitcom, where their influence begins to profoundly change that complacent world.",https://m.media-amazon.com/images/M/MV5BYTRlYzk4NDktODE3Ni00YjFkLWFjYmUtNjg1MzdmYmFmOTJkXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,7.5,124,,,Pleasantville,,1998
"Kevin Spacey, Frank Whaley, Michelle Forbes, Benicio Del Toro",4 wins & 4 nominations.,,与鲨共游,USA,,,,"Comedy, Crime",tt0114594,,,"A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss.",https://m.media-amazon.com/images/M/MV5BZjNhZmVmZGQtMTQ3OS00YWEzLThjMWUtMWFiNjA3YzQ1Yjg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.1,93,,,Swimming with Sharks,,1994
"Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff",Nominated for 1 Oscar. Another 3 wins & 11 nominations.,137340144.0,人生遥控器,USA,,,,"Comedy, Drama, Fantasy, Romance",tt0389860,,,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,https://m.media-amazon.com/images/M/MV5BMTA1MTUxNDY4NzReQTJeQWpwZ15BbWU2MDE3ODAxNw@@._V1_SX300.jpg,6.4,107,,,Click,,2006
"Michelle Ryan, Sean Biggerstaff, Erica Ellis, Jay Bowen",3 wins.,,超市夜未眠,UK,,,,"Comedy, Drama, Romance",tt0460740,,,"After a painful breakup, Ben develops insomnia. To kill time, he starts working the late night shift at the local supermarket, where his artistic imagination runs wild.",https://m.media-amazon.com/images/M/MV5BZjhiZmYwMWEtZmZiOC00NDhhLWFhMjQtZmQ5Mjc0NjZhZjFmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,7.2,102,,,Cashback,,2006
"Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers",3 wins & 8 nominations.,,王牌大贱谍,USA,,,,"Adventure, Comedy",tt0118655,,,"A 1960s secret agent is brought out of cryofreeze to oppose his greatest enemy in the 1990s, where his social attitudes are glaringly out of place.",https://m.media-amazon.com/images/M/MV5BMTRhZTY0MDItY2I1Yi00MGE3LTk1ZDEtMjA0ZGZhNDQyNGU0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,7.0,89,,,Austin Powers,,1997
"Shah Rukh Khan, Kajol, Amrish Puri, Farida Jalal",15 wins & 3 nominations.,,勇夺芳心,India,,,,"Drama, Romance",tt0112870,,,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.",https://m.media-amazon.com/images/M/MV5BMDQ2ZmE2NTMtZDE3NC00YzFjLWJhNmEtMDEzMTI5ZjU2ZGM0XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_SX300.jpg,8.1,181,,,Dilwale Dulhania Le Jayenge,,1995
"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson",3 wins & 9 nominations.,18472384.0,时空恋旅人,UK,,,,"Comedy, Drama, Fantasy, Romance, Sci-Fi",tt2194499,,,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",https://m.media-amazon.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1_SX300.jpg,7.8,123,,,About Time,,2013
